Date,Open,High,Low,Close,Adj Close,Volume,ADTV_2,ADTV_2_std,ADTV_5,ADTV_5_std,ADTV_10,ADTV_10_std,ADTV_20,ADTV_20_std,ADTV_50,ADTV_50_std,MFM,CMF
2011-02-25,4.562,4.77,4.538,4.722,4.722,6731500.0,6004000,1028840,8442500,2659609,9023650,5154546,7804050,5023836,8037220,7035405,0.5862068965517302,0.06883872081896276
2011-02-28,4.748,4.82,4.7,4.778,4.778,5256000.0,5993750,1043336,7123000,2127648,9232000,4928931,7748975,5046515,8101740,6993860,0.2999999999999889,0.049547204816667446
2011-03-02,4.764,4.856,4.746,4.804,4.804,3316500.0,4286250,1371433,5721700,1770507,8922100,5214822,7644825,5118536,8125130,6975470,0.054545454545456895,0.030868343574955534
2011-03-03,4.896,4.958,4.812,4.872,4.872,3201000.0,3258750,81670,4756300,1492791,8765350,5374655,7580950,5167863,8148110,6956922,-0.17808219178082674,0.004590897048217031
2011-03-04,4.896,4.998,4.756,4.99,4.99,7900500.0,5550750,3323048,5281100,2070749,7497850,3418658,7768400,5104526,8129550,6956308,0.933884297520661,0.03900434223915422
2011-03-07,4.986,5.08,4.94,4.988,4.988,10168000.0,9034250,1603364,5968400,3023583,7205450,2984501,8099850,5030123,8258620,6932547,-0.3142857142857121,-0.0051793281302010925
2011-03-08,4.92,4.992,4.8,4.932,4.932,6999500.0,8583750,2240467,6317100,3021420,6720050,2499937,8321825,4868135,8319600,6907243,0.3750000000000046,0.01837744893866698
2011-03-09,4.932,4.998,4.854,4.944,4.944,4624000.0,5811750,1679732,6578600,2740301,6150150,2221398,8329250,4862069,8330780,6900665,0.24999999999999692,0.02072322102158841
2011-03-10,4.888,4.898,4.746,4.802,4.802,5085000.0,4854500,325976,6955400,2244425,5855850,2138368,7707275,4397308,8380140,6867709,-0.2631578947368495,0.012854701781479263
2011-03-11,4.77,4.85,4.706,4.814,4.814,4654000.0,4869500,304763,6306100,2368810,5793600,2165990,7281075,4249773,8395450,6858338,0.5000000000000031,-0.007254179086458713
2011-03-14,4.764,4.8,4.64,4.65,4.65,5830000.0,5242000,831557,5438500,999225,5703450,2141236,7363550,4202172,8428720,6841419,-0.8749999999999917,-0.006859578578472303
2011-03-15,4.44,4.592,4.36,4.59,4.59,6594000.0,6212000,540229,5357400,845484,5837250,2151946,7534625,4090739,8405340,6845736,0.982758620689657,0.035692225974910556
2011-03-16,4.572,4.65,4.538,4.564,4.564,5848500.0,6221250,527148,5602300,752130,6090450,1963067,7506275,4100855,7592120,4085528,-0.5357142857142897,0.01982117155439306
2011-03-17,4.648,4.686,4.528,4.562,4.562,4613000.0,5230750,873630,5507900,855768,6231650,1773799,7498500,4106463,7278750,3672373,-0.5696202531645491,0.04224883270457832
2011-03-21,4.61,4.61,4.508,4.546,4.546,2058500.0,3335750,1806304,4988800,1785444,5647450,2095882,6572650,2918538,7115810,3720291,-0.254901960784311,0.04212148359630344
2011-03-22,4.546,4.572,4.4,4.438,4.438,2914500.0,2486500,605283,4405700,1913526,4922100,1538643,6063775,2590879,7032310,3767448,-0.5581395348837276,-0.07889192440781007
2011-03-23,4.422,4.454,4.354,4.442,4.442,2114000.0,2514250,566038,3509700,1665493,4433550,1580782,5576800,2349439,6946290,3830405,0.7600000000000078,0.027743722004780546
2011-03-24,4.428,4.476,4.396,4.466,4.466,2311000.0,2212500,139300,2802200,1067660,4202250,1713469,5176200,2174092,6873770,3883856,0.7500000000000056,0.06297392532851004
2011-03-25,4.486,4.6,4.48,4.55,4.55,2840000.0,2575500,374059,2447600,404141,3977750,1731931,4916800,2124867,6785900,3925033,0.1666666666666642,0.15458858482604765
2011-03-29,4.66,4.8,4.642,4.784,4.784,3777000.0,3308500,662559,2791300,647799,3890050,1716014,4841825,2137921,6655320,3914124,0.7974683544303789,0.18769325387271005
2011-03-30,4.822,4.898,4.602,4.742,4.742,6116500.0,4946750,1654276,3431700,1633232,3918700,1753973,4811075,2113596,6552860,3858330,-0.05405405405405422,0.1364444399473276
2011-03-31,5.31,5.742,5.3,5.55,5.55,57589000.0,31852750,36396553,14526700,24116651,9018200,17130164,7427725,11993973,7570370,8184535,0.13122171945701314,0.11480516807090009
2011-04-01,5.49,5.636,5.314,5.332,5.332,14324000.0,35956500,30592974,16929300,23175454,9865750,17165546,7978100,12047823,7685830,8239189,-0.8881987577639765,0.020622005343602978
2011-04-04,5.366,5.4,5.046,5.166,5.166,13046500.0,13685250,903328,18970600,22046201,10709100,17085787,8470375,12043500,7850320,8262912,-0.32203389830508433,-0.005929221080533419
2011-04-05,5.18,5.4,5.138,5.34,5.34,15904500.0,14475500,2020911,21396100,20574743,12093700,16866486,8870575,12156026,8096050,8316995,0.5419847328244245,0.04406947916064385
2011-04-06,5.398,5.402,5.16,5.298,5.298,6441500.0,11173000,6691351,21461100,20514830,12446400,16689154,8684250,12163650,8105680,8314750,0.14049586776859424,0.009210916122590602
2011-04-07,5.37,5.588,5.29,5.448,5.448,14051500.0,10246500,5381082,12753600,3674481,13640150,16290141,9036850,12214348,8224540,8357161,0.06040268456376067,0.030563369546632937
2011-04-08,5.516,5.52,5.272,5.298,5.298,9732000.0,11891750,3054347,11835200,3756790,14382250,15880579,9292250,12170544,8182030,8343699,-0.7903225806451624,-0.024037359507044706
2011-04-11,5.294,5.306,5.004,5.054,5.054,6847000.0,8289500,2040003,10595300,4248000,14782950,15605149,9380350,12144836,8090980,8332704,-0.6688741721854263,-0.0535266294651615
2011-04-12,5.016,5.042,4.86,4.93,4.93,6787000.0,6817000,42426,8771800,3235421,15083950,15396913,9487000,12110464,8105020,8329846,-0.23076923076923528,-0.054231232236565015
2011-04-13,5.026,5.138,4.962,4.986,4.986,6057500.0,6422250,515834,8695000,3308301,15078050,15400742,9498375,12106955,8061660,8334847,-0.7272727272727273,-0.08822727922904725
2011-04-14,4.974,5.056,4.84,5.028,5.028,4917000.0,5487250,806455,6868100,1779944,9810850,4126847,9414525,12133906,8032850,8343343,0.7407407407407366,-0.04377571578359093
2011-04-15,5.13,5.236,5.082,5.116,5.116,4717500.0,4817250,141067,5865200,1008330,8850200,4077350,9357975,12154019,8019210,8348292,-0.5584415584415607,-0.09142609052165136
2011-04-18,5.026,5.124,4.872,5.006,5.006,5169500.0,4943500,319612,5529700,869509,8062500,3934985,9385800,12143216,8033030,8342881,0.06349206349206712,-0.07375185051230247
2011-04-19,5.052,5.052,4.93,5.032,5.032,2743500.0,3956500,1715441,4721000,1218228,6746400,3141665,9420050,12122410,8004870,8358612,0.6721311475409902,-0.05099755919790744
2011-04-20,5.14,5.218,5.06,5.15,5.15,4186000.0,3464750,1020001,4346700,966412,6520850,3245244,9483625,12089787,8017810,8352055,0.13924050632912074,-0.0446831467351672
2011-04-21,5.17,5.396,5.118,5.348,5.348,6930500.0,5558250,1940654,4749400,1522806,5808750,1919802,9724450,11982758,8105220,8316564,0.6546762589928049,-0.01241823213744138
2011-04-25,5.34,5.346,5.194,5.278,5.278,4004500.0,5467500,2068994,4606800,1559482,5236000,1404508,9809125,11933496,8095800,8321025,0.105263157894731,-0.018270499422540054
2011-04-26,5.332,5.45,5.262,5.386,5.386,7000000.0,5502250,2118138,4972900,1901878,5251300,1424695,10017125,11841532,7885310,8210022,0.3191489361702144,-0.01538411439930342
2011-04-27,5.386,5.472,5.326,5.416,5.416,4984500.0,5992250,1425173,5421100,1457228,5071050,1318910,10077500,11811080,7721440,8183954,0.23287671232877064,-0.011875409394122719
2011-04-28,5.414,5.538,5.344,5.532,5.532,8000000.0,6492250,2132280,6183900,1636306,5265300,1594576,10171675,11785316,7797830,8168038,0.9381443298969049,0.00980565249260159
2011-04-29,5.538,5.574,5.484,5.52,5.52,3630000.0,5815000,3090056,5523800,1903702,5136600,1675686,7473725,3891909,7806980,8163006,-0.2000000000000079,0.008013947902195494
2011-05-02,5.52,5.56,5.412,5.49,5.49,3923000.0,3776500,207182,5507500,1920240,5057150,1716112,6953675,3613312,7757130,8179271,0.05405405405406022,-0.037063690388106675
2011-05-03,5.476,5.478,5.3,5.374,5.374,4569500.0,4246250,457144,5021400,1747863,4997150,1722225,6529825,3348474,7753150,8180803,-0.1685393258426981,0.04362858691661547
2011-05-04,5.356,5.4,5.15,5.338,5.338,5222500.0,4896000,461740,5069000,1749847,5245050,1529410,5995725,2525164,7446090,7975254,0.5039999999999978,0.09645555014173766
2011-05-05,5.44,5.488,5.234,5.288,5.288,6092500.0,5657500,615182,4687500,997113,5435700,1501294,5978275,2523127,7306100,7935460,-0.5748031496062979,0.007765536775879425
2011-05-06,5.38,5.54,5.324,5.424,5.424,4908500.0,5500500,837214,4943200,803206,5233500,1411052,5521125,1666148,7167200,7914995,-0.07407407407406996,-0.002330484537379159
2011-05-09,5.4,5.6,5.37,5.582,5.582,4582000.0,4745250,230870,5075000,629158,5291250,1366272,5263625,1348865,7052380,7909920,0.8434782608695667,0.023703284104977965
2011-05-10,5.648,5.79,5.582,5.666,5.666,7676500.0,6129250,2188141,5696400,1241465,5358900,1472870,5305100,1411416,7045350,7909192,-0.19230769230768804,0.07916098143135124
2011-05-11,5.64,5.66,5.384,5.414,5.414,4812500.0,6244500,2025153,5614400,1293060,5341700,1478720,5206375,1370776,7036070,7911581,-0.7826086956521784,0.08794729995462447
2011-05-12,5.414,5.548,5.33,5.534,5.534,3140000.0,3976250,1182636,5023900,1646105,4855700,1295226,5060500,1429416,6964240,7930684,0.8715596330275208,0.13105142580701903
2011-05-13,5.6,5.638,5.46,5.51,5.51,3307500.0,3223750,118440,4703700,1820626,4823450,1332611,4980025,1482251,6925270,7944025,-0.43820224719101303,0.16278287780156128
2011-05-16,5.598,5.598,5.31,5.32,5.32,3778500.0,3543000,333047,4543000,1868875,4809000,1344193,4933075,1505690,6934510,7940009,-0.9305555555555509,0.09533206010636427
2011-05-17,5.4,5.4,5.144,5.192,5.192,6171000.0,4974750,1691752,4241900,1259864,4969150,1406449,4983150,1530417,6993910,7922599,-0.625,0.08234952036519108
2011-05-18,5.22,5.294,5.104,5.27,5.27,3647500.0,4909250,1784383,4008900,1235447,4811650,1462016,5028350,1473064,6908850,7935487,0.7473684210526307,0.10677240152018551
2011-05-19,5.406,5.688,5.32,5.64,5.64,13275500.0,8461500,6808024,6036000,4203407,5529950,3056396,5482825,2344124,6971000,7973611,0.7391304347826081,0.16688885496127484
2011-05-20,5.652,5.656,5.47,5.594,5.594,4212500.0,8744000,6408508,6217000,4074038,5460350,3079954,5346925,2334546,6915260,7983143,0.3333333333333397,0.17406274208170724
2011-05-24,5.404,5.5,5.32,5.344,5.344,3068500.0,3640500,808930,6075000,4190976,5309000,3163954,5300125,2371956,6884150,7995276,-0.7333333333333327,0.11847321744815295
2011-05-25,5.38,5.802,5.234,5.796,5.796,23465500.0,13267000,14422857,9533900,8843888,6887900,6576216,6123400,4704046,7251760,8326556,0.9788732394366221,0.2748254929096732
2011-05-27,5.908,5.934,5.764,5.91,5.91,8435500.0,15950500,10627814,10491500,8288987,7250200,6548916,6295950,4723325,7327390,8319649,0.7176470588235291,0.30099100579849997
2011-05-31,5.938,6.056,5.91,6.028,6.028,16452500.0,12444000,5668875,11126900,8668815,8581450,6960692,6718575,5234328,7539840,8415705,0.6164383561643769,0.33982892790857444
2011-06-01,6.0,6.02,5.676,5.704,5.704,7649500.0,12051000,6224660,11814300,8101145,9015650,6726645,6919550,5186445,7560950,8414608,-0.8372093023255835,0.24272865993353668
2011-06-02,5.704,5.864,5.702,5.752,5.752,4931500.0,6290500,1921916,12186900,7627319,9130950,6636175,6969975,5160616,7542610,8419414,-0.38271604938271797,0.23242130729571392
2011-06-03,5.99,6.3,5.9,6.026,6.026,31046000.0,17988750,18465740,13703000,10602712,11618450,9463267,8293800,7415665,8071270,9038797,-0.37000000000000194,0.1267978841379551
2011-06-06,6.02,6.026,5.652,5.74,5.74,11655500.0,21350750,13711154,14347000,10296140,12419250,9043312,8615450,7414952,8263210,9010362,-0.5294117647058815,0.09131737402514277
2011-06-07,5.788,5.878,5.652,5.674,5.674,6110500.0,8883000,3920907,12278600,10794181,11702750,9249425,8616350,7414630,8327130,8982938,-0.8053097345132721,0.048530150874771506
2011-06-08,5.688,5.72,5.404,5.424,5.424,8479500.0,7295000,1675135,12444600,10711258,12129450,8959363,8794900,7363463,8454440,8938081,-0.8734177215189843,0.026296443288031345
2011-06-09,5.486,5.62,5.42,5.524,5.524,8016000.0,8247750,327743,13061500,10249234,12624200,8529710,8966600,7299819,8568540,8894363,0.04,0.029572520123264195
2011-06-10,5.504,5.66,5.47,5.572,5.572,7833000.0,7924500,129400,8418900,2019503,11060950,7715697,8974425,7298447,8668400,8856683,0.07368421052631688,0.011493342749436574
2011-06-13,5.614,5.776,5.576,5.686,5.686,8567000.0,8200000,519016,7801200,994001,11074100,7710836,9162150,7233761,8764200,8828556,0.10000000000000223,0.023844564480689383
2011-06-14,5.708,5.94,5.704,5.72,5.72,7867000.0,8217000,494974,8152500,346757,10215550,7521082,9398500,7102678,8799210,8821310,-0.8644067796610172,0.007587869331438273
2011-06-17,5.374,5.54,5.228,5.3,5.3,8570000.0,8218500,497096,8170600,369696,10307600,7491763,9661625,6961224,7818830,5315575,-0.5384615384615384,-0.030025414289155544
2011-06-20,5.258,5.292,5.1,5.202,5.202,7689000.0,8129500,622961,8105200,428180,10583350,7320692,9857150,6841166,7686130,5232026,0.06250000000000232,-0.019765323729945963
2011-06-21,5.248,5.546,5.2,5.506,5.506,7480000.0,7584500,147785,8034600,506264,8226750,1402695,9922600,6810236,7574800,5174545,0.76878612716763,0.025878546918353187
2011-06-23,5.44,5.544,5.242,5.542,5.542,5850000.0,6665000,1152584,7491200,1004716,7646200,956279,10032725,6720642,7373710,5037794,0.9867549668874187,0.0730523316578672
2011-06-24,5.528,5.594,5.452,5.514,5.514,18042500.0,11946250,8621399,9526300,4861027,8839400,3328624,10271075,6923181,7605730,5256389,-0.12676056338027994,0.04532130610747936
2011-06-27,5.546,5.656,5.462,5.492,5.492,9047000.0,13544750,6360779,9621700,4842212,8896150,3326643,10512800,6783501,7505640,5178212,-0.6907216494845334,-0.02867391326957421
2011-06-29,5.7,5.818,5.614,5.658,5.658,7309000.0,8178000,1228951,9545700,4882941,8825450,3354820,10724825,6602429,7457180,5168280,-0.5686274509803869,-0.053822608755719065
2011-06-30,5.7,5.866,5.68,5.826,5.826,4733500.0,6021250,1821153,8996400,5309283,8515500,3591530,9788225,6001211,7414910,5181997,0.5698924731182791,-0.030844759016098674
2011-07-01,5.814,5.92,5.76,5.804,5.804,4274500.0,4504000,324562,8681300,5582428,8086250,3833082,9580175,6121497,7364660,5200359,-0.44999999999999446,-0.15824599962556976
2011-07-05,5.804,5.904,5.742,5.828,5.828,4980000.0,4627250,498863,6068800,2036896,7797550,3958113,9006550,5979498,7343110,5208113,0.06172839506173259,-0.1902584696904765
2011-07-06,5.828,5.828,5.71,5.792,5.792,4634500.0,4807250,244305,5186300,1213394,7404000,4066930,8855800,6053065,7337460,5210951,0.3898305084745699,-0.24754057678336494
2011-07-07,5.828,6.0,5.802,5.946,5.946,6639500.0,5637000,1417749,5052400,922712,7299050,4072296,8941200,6006656,7375900,5198304,0.4545454545454529,-0.19762549331080007
2011-07-08,5.978,5.978,5.718,5.762,5.762,6203000.0,6421250,308652,5346300,1024193,7171350,4085991,7699050,3022157,7396570,5191402,-0.6615384615384644,-0.2082449059621836
2011-07-12,5.674,5.818,5.6,5.634,5.634,5227000.0,5715000,690136,5536800,848515,7109050,4113036,7377625,2919323,7446240,5157745,-0.6880733944954064,-0.19245559173215152
2011-07-13,5.686,5.806,5.58,5.728,5.728,5330000.0,5278500,72831,5606800,804387,5837800,1480148,7338600,2942280,7469120,5145510,0.30973451327433366,-0.14925858793001667
2011-07-14,5.706,5.792,5.45,5.522,5.522,5795000.0,5562500,328804,5838900,593476,5512600,963954,7204375,2948719,7446410,5150440,-0.5789473684210518,-0.13930391851755242
2011-07-15,5.558,5.566,5.48,5.516,5.516,3545000.0,4670000,1590990,5220000,1014234,5136200,918362,6980825,3051632,7437220,5157112,-0.16279069767442245,-0.09770293390752728
2011-07-18,5.468,5.49,5.326,5.446,5.446,4259500.0,3902250,505227,4831300,910428,5088800,953034,6802150,3103289,7382410,5176381,0.4634146341463375,-0.08876291915230267
2011-07-19,5.516,5.622,5.508,5.578,5.578,5130500.0,4695000,615890,4812000,900916,5174400,909203,6630325,3095556,7385330,5175042,0.22807017543860278,-0.08626199776814761
2011-07-20,5.6,6.088,5.56,5.738,5.738,15241500.0,10186000,7149556,6794300,4798572,6200550,3303512,6999050,3641650,7530160,5292591,-0.32575757575757325,-0.12174423889961757
2011-07-21,5.782,5.832,5.62,5.74,5.74,5057500.0,10149500,7201175,6646800,4848047,6242850,3283881,6823425,3646595,7558710,5274944,0.13207547169811557,-0.07261094398469521
2011-07-26,5.662,5.754,5.594,5.6,5.6,3803000.0,4430250,887065,6698400,4807988,5959200,3367258,6629125,3701168,7556310,5276659,-0.9250000000000079,-0.0672591511070236
2011-07-28,5.52,5.71,5.508,5.634,5.634,4693500.0,4248250,629678,6785200,4756593,5808250,3388879,6489800,3719851,7558790,5275255,0.2475247524752511,-0.06376458440489445
2011-08-01,5.734,5.796,5.642,5.754,5.754,5824500.0,5259000,799737,6924000,4706094,5868000,3382754,6488525,3720087,7570830,5270499,0.4545454545454451,-0.08742312054578928
2011-08-02,5.738,5.84,5.454,5.468,5.468,7747000.0,6785750,1359412,5425100,1487642,6109700,3426113,5973750,2572439,7603920,5266220,-0.9274611398963719,-0.1804419461308474
2011-08-03,5.5,5.566,5.268,5.44,5.44,8972500.0,8359750,866559,6208100,2135169,6427450,3539165,5970025,2567805,7685200,5255120,0.15436241610738638,-0.16459511538750526
2011-08-04,5.302,5.378,4.934,4.95,4.95,15322500.0,12147500,4490128,8512000,4152824,7605200,4341961,6370700,3306643,7900010,5344441,-0.9279279279279279,-0.21608075827086456
2011-08-08,4.62,4.888,4.62,4.728,4.728,13042500.0,14182500,1612203,10181800,3904712,8483500,4476234,6786150,3599155,8007330,5393512,-0.19402985074627063,-0.19568752094540498
2011-08-09,4.83,5.09,4.74,5.012,5.012,6667000.0,9854750,4508159,10350300,3681471,8637150,4373544,6905775,3550715,8044420,5377446,0.5542857142857122,-0.18602252580961307
2011-08-10,5.088,5.088,4.726,4.764,4.764,7821000.0,7244000,816001,10365100,3668514,7895100,3707250,7047825,3526363,8138040,5330865,-0.7900552486187832,-0.21066179159756696
2011-08-11,4.808,5.15,4.8,5.06,5.06,4182500.0,6001750,2572808,9407100,4624078,7807600,3791044,7025225,3544048,8155540,5316099,0.4857142857142822,-0.19994041544233992
2011-08-12,5.12,5.428,5.072,5.262,5.262,5045500.0,4614000,610233,7351700,3479822,7931850,3663425,6945525,3570999,8180880,5297798,0.06741573033707624,-0.20945156565438303
2011-08-15,5.324,5.35,5.186,5.246,5.246,3693000.0,4369250,956361,5481800,1728792,7831800,3773695,6820025,3641871,8131320,5328485,-0.26829268292682185,-0.2418905202501954
2011-08-16,5.226,5.308,5.166,5.22,5.22,2688500.0,3190750,710288,4686100,1948527,7518200,4077142,6693100,3743140,8112140,5346649,-0.23943661971831567,-0.22312790428925605
2011-08-17,5.278,5.33,5.102,5.166,5.166,3218500.0,2953500,374766,3765600,905080,7065350,4294598,6587525,3812740,7911000,5337604,-0.4385964912280691,-0.21045809034602578
2011-08-18,5.0,5.03,4.694,4.852,4.852,5283000.0,4250750,1459821,3985700,1136129,6696400,4270967,6561925,3820053,7932410,5324597,-0.0595238095238082,-0.22487238153549943
2011-08-19,4.772,4.844,4.4,4.46,4.46,6876500.0,6079750,1126774,4351900,1712176,5851800,3030581,6728500,3753633,8008570,5280659,-0.7297297297297315,-0.23515212671781752
2011-08-22,4.622,4.76,4.336,4.39,4.39,4930500.0,5903500,1376029,4599400,1682300,5040600,1674050,6762050,3733348,7637870,4802359,-0.7452830188679271,-0.2550210277590679
2011-08-23,4.386,4.622,4.3,4.592,4.592,4345000.0,4637750,414011,4930700,1340235,4808400,1581895,6722775,3755481,7556060,4823289,0.8136645962732905,-0.24367846951873923
2011-08-24,4.62,4.786,4.566,4.774,4.774,3421500.0,3883250,653013,4971300,1276982,4368450,1221733,6131775,3238854,7295440,4682781,0.8909090909090948,-0.23307710079842914
2011-08-25,4.774,4.774,4.58,4.622,4.622,3399000.0,3410250,15909,4594500,1430718,4290100,1259522,6048850,3288655,7210430,4714695,-0.5670103092783523,-0.2308749221610994
2011-08-26,4.542,4.79,4.414,4.746,4.746,3809000.0,3604000,289913,3981000,654865,4166450,1237628,6049150,3288439,7187980,4728421,0.765957446808513,-0.21515751094139307
2011-08-29,4.844,4.97,4.804,4.942,4.942,4017000.0,3913000,147078,3798300,402567,4198850,1228060,6015325,3306547,6647400,3263212,0.6626506024096426,-0.16535202152362485
